cluster,n_train,response_train,n_test,response_test,col_3_mean,col_4_log_mean,col_4_mean,col_17,auc_train,auc_test
1,706,0.42492917847025496,195,0.4,240.25860155382907,3.583753121001892,96.62264150943396,3.993340732519423,0.7383990147783251,0.6512163050624589
2,2102,0.046622264509990484,528,0.03977272727272727,90.66577946768061,4.032974433024287,62.80190114068441,1.0,0.6580919793066927,0.5650417958110265
3,1425,0.056842105263157895,336,0.047619047619047616,173.44065871663827,5.81475908264261,984.4718909710392,1.0,0.7317203115814227,0.5482421875
4,666,0.3408408408408408,170,0.37058823529411766,118.14712918660287,3.8813078897132502,92.32296650717703,2.1160287081339715,0.734589023912978,0.7273401572466993
5,1162,0.3984509466437177,302,0.34105960264900664,291.4726775956284,3.880100023457088,147.03688524590163,2.0,0.7299598006408415,0.7131775381763185
6,2399,0.04376823676531888,631,0.06497622820919176,229.83135313531352,3.4703717583462486,35.04422442244224,1.0,0.6672686511396189,0.5703596527490699
7,3277,0.061031431187061336,832,0.06370192307692307,297.00876125578,4.602005794565695,120.60501338525188,1.0,0.6252453688657783,0.624894034441834
8,3366,0.02703505644682115,818,0.028117359413202935,106.3305449330784,2.264479758958554,11.03991395793499,1.0,0.643023236305679,0.7144107191687175
9,3309,0.05469930492595951,792,0.04924242424242424,313.59107534747625,2.180221566453379,10.05340160936357,1.0,0.650839503468935,0.615963496441584
